


"COTTON-UP (Including Form G Cotton) in All States, Crop Year 2024"
State,Commodity,Unit of Measure,Crop Year,Maturity Date,Outstanding Count,Outstanding Quantity,Outstanding Amount ($)
AL,COTTON-UP,Bales,2024,"Aug, 2025",0,"2,612.00","691,840.30"
AL,COTTON-UP,Bales,2024,"Sep, 2025",0,"2,611.00","687,801.70"
AL,COTTON-UP,Bales,2024,"Oct, 2025",0,"1,174.00","291,361.87"
AL,COTTON-UP,Bales,2024,"Nov, 2025",0,142.00,"33,831.38"
AL,COTTON-UP,Bales,2024,"Dec, 2025",0,88.00,"20,013.99"
AZ,COTTON-UP,Bales,2024,"Aug, 2025",0,277.00,"73,485.64"
AZ,COTTON-UP,Bales,2024,"Sep, 2025",0,"13,872.00","3,881,714.22"
AZ,COTTON-UP,Bales,2024,"Oct, 2025",0,"28,985.00","8,064,232.10"
AZ,COTTON-UP,Bales,2024,"Nov, 2025",0,"11,548.00","3,237,391.34"
AZ,COTTON-UP,Bales,2024,"Dec, 2025",0,"12,138.00","3,257,624.15"
AZ,COTTON-UP,Bales,2024,"Jan, 2026",0,160.00,"42,548.90"
AR,COTTON-UP,Bales,2024,"Aug, 2025",69,"49,556.00","13,098,424.95"
AR,COTTON-UP,Bales,2024,"Sep, 2025",51,"43,324.00","11,315,269.99"
AR,COTTON-UP,Bales,2024,"Oct, 2025",95,"24,239.00","6,298,498.96"
AR,COTTON-UP,Bales,2024,"Nov, 2025",2,"3,121.00","789,760.03"
AR,COTTON-UP,Bales,2024,"Dec, 2025",2,"1,242.00","317,678.60"
CA,COTTON-UP,Bales,2024,"Aug, 2025",0,438.00,"116,786.09"
CA,COTTON-UP,Bales,2024,"Sep, 2025",0,"6,957.00","1,874,638.97"
CA,COTTON-UP,Bales,2024,"Oct, 2025",0,"18,661.00","5,099,097.53"
CA,COTTON-UP,Bales,2024,"Nov, 2025",0,"5,890.00","1,447,857.06"
CA,COTTON-UP,Bales,2024,"Dec, 2025",0,34.00,"8,764.09"
CA,COTTON-UP,Bales,2024,"Feb, 2026",0,163.00,"46,190.95"
FL,COTTON-UP,Bales,2024,"Aug, 2025",0,"1,640.00","436,525.29"
FL,COTTON-UP,Bales,2024,"Sep, 2025",0,399.00,"99,999.67"
FL,COTTON-UP,Bales,2024,"Oct, 2025",0,489.00,"121,051.02"
FL,COTTON-UP,Bales,2024,"Nov, 2025",0,27.00,"6,982.32"
GA,COTTON-UP,Bales,2024,"Aug, 2025",0,"11,543.00","3,087,847.30"
GA,COTTON-UP,Bales,2024,"Sep, 2025",0,"13,982.00","3,659,804.19"
GA,COTTON-UP,Bales,2024,"Oct, 2025",0,"8,726.00","2,288,382.14"
