


"COTTON-UP (Including Form G Cotton) in All States, Crop Year 2024"
State,Commodity,Unit of Measure,Crop Year,Maturity Date,Outstanding Count,Outstanding Quantity,Outstanding Amount ($)
AL,COTTON-UP,Bales,2024,"Aug, 2025",0,"2,612.00","691,840.30"
AL,COTTON-UP,Bales,2024,"Sep, 2025",0,"2,611.00","687,801.70"
AL,COTTON-UP,Bales,2024,"Oct, 2025",0,"1,135.00","281,809.85"
AL,COTTON-UP,Bales,2024,"Nov, 2025",0,142.00,"33,831.38"
AL,COTTON-UP,Bales,2024,"Dec, 2025",0,88.00,"20,013.99"
AZ,COTTON-UP,Bales,2024,"Aug, 2025",0,277.00,"73,485.64"
AZ,COTTON-UP,Bales,2024,"Sep, 2025",0,"13,872.00","3,881,714.22"
AZ,COTTON-UP,Bales,2024,"Oct, 2025",0,"28,985.00","8,064,232.10"
AZ,COTTON-UP,Bales,2024,"Nov, 2025",0,"11,525.00","3,231,309.60"
AZ,COTTON-UP,Bales,2024,"Dec, 2025",0,"12,138.00","3,257,624.15"
AZ,COTTON-UP,Bales,2024,"Jan, 2026",0,160.00,"42,548.90"
AR,COTTON-UP,Bales,2024,"Aug, 2025",62,"49,340.00","13,041,104.33"
AR,COTTON-UP,Bales,2024,"Sep, 2025",46,"43,103.00","11,255,757.32"
AR,COTTON-UP,Bales,2024,"Oct, 2025",90,"23,925.00","6,214,007.14"
AR,COTTON-UP,Bales,2024,"Nov, 2025",2,"3,114.00","787,875.42"
AR,COTTON-UP,Bales,2024,"Dec, 2025",2,"1,242.00","317,678.60"
CA,COTTON-UP,Bales,2024,"Aug, 2025",0,438.00,"116,786.09"
CA,COTTON-UP,Bales,2024,"Sep, 2025",0,"6,957.00","1,874,638.97"
CA,COTTON-UP,Bales,2024,"Oct, 2025",0,"17,681.00","4,845,138.15"
CA,COTTON-UP,Bales,2024,"Nov, 2025",0,"5,775.00","1,416,361.92"
CA,COTTON-UP,Bales,2024,"Dec, 2025",0,34.00,"8,764.09"
CA,COTTON-UP,Bales,2024,"Feb, 2026",0,163.00,"46,190.95"
FL,COTTON-UP,Bales,2024,"Aug, 2025",0,"1,640.00","436,525.29"
FL,COTTON-UP,Bales,2024,"Sep, 2025",0,399.00,"99,999.67"
FL,COTTON-UP,Bales,2024,"Oct, 2025",0,352.00,"87,799.39"
FL,COTTON-UP,Bales,2024,"Nov, 2025",0,27.00,"6,982.32"
GA,COTTON-UP,Bales,2024,"Aug, 2025",0,"11,543.00","3,087,847.30"
GA,COTTON-UP,Bales,2024,"Sep, 2025",0,"13,982.00","3,659,804.19"
GA,COTTON-UP,Bales,2024,"Oct, 2025",0,"8,726.00","2,288,382.14"
